"Edo","Nombre_Indicador","Fecha","Indicador","Limite_Inferior","Limite_Superior","sd","año"
"Nacional","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2012-01-01,2.45139,2.2280284,2.6747516,0.2233616,2012
"Nacional","Cambio de domicilio no reportado a otro estado",2012-01-01,1.84042,1.614138,2.066702,0.226282,2012
"Nacional","Cambio de domicilio no reportado a otro país",2012-01-01,2.71744,2.480574,2.954306,0.236866,2012
"Nacional","Destino del cambio no especificado",2012-01-01,4.40161,4.0969672,4.7062528,0.3046428,2012
"Nacional","Fallecidos con registro electoral",2012-01-01,0.84104,0.7367288,0.9453512,0.1043112,2012
"Nacional","Reconocidos que no han vivido en el domicilio",2012-01-01,0.32434,0.2455088,0.4031712,0.0788312,2012
"Nacional","Suspendidos de sus derechos politicos",2012-01-01,0.01054,0.0032292,0.0178508,0.0073108,2012
"Nacional","Residentes con domicilio mal ubicado",2012-01-01,0.99133,0.8286892,1.1539708,0.1626408,2012
"Nacional","Otra causa de no residencia en el domicilio de registro",2012-01-01,0.03258,0.0138424,0.0513176,0.0187376,2012
"Nacional","Causa de no residencia no especificada",2012-01-01,1.56149,1.4022204,1.7207596,0.1592696,2012
"Nacional","Error en la sección del registro electoral",2012-01-01,1.36398,1.1696656,1.5582944,0.1943144,2012
"Nacional","Domicilios no localizados de los ciudadanos con registro electoral",2012-01-01,0.79341,0.674242,0.912578,0.119168,2012
"Nacional","Ciudadanos no reconocidos con registro electoral",2012-01-01,2.21174,2.0133096,2.4101704,0.1984304,2012
"Nacional","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2012-01-01,1.20892,1.063488,1.354352,0.145432,2012
"Nacional","Ciudadanos no reconocidos y el domicilio es predio no habitado",2012-01-01,0.4149,0.3445164,0.4852836,0.0703836,2012
"Nacional","Residentes en la sección de registro",2014-01-01,85.0059,84.36907,85.64274,0.636835000000005,2014
"Nacional","Residentes en el domicilio de registro",2014-01-01,78.50016,77.73918,79.26113,0.760974999999995,2014
"Nacional","Cambio de domicilio no reportado",2014-01-01,17.15773,16.47066,17.8448,0.68707,2014
"Nacional","Cambio de domicilio no reportado al mismo municipio",2014-01-01,7.46384,6.97611,7.95157,0.48773,2014
"Nacional","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2014-01-01,2.37012,2.1018,2.63845,0.268325,2014
"Nacional","Cambio de domicilio no reportado a otro estado",2014-01-01,1.78074,1.57163,1.98985,0.20911,2014
"Nacional","Cambio de domicilio no reportado a otro país",2014-01-01,1.67981,1.4794,1.88022,0.20041,2014
"Nacional","Destino del cambio no especificado",2014-01-01,3.86322,3.5123,4.21413,0.350915,2014
"Nacional","Fallecidos con registro electoral",2014-01-01,0.74357,0.61503,0.87211,0.12854,2014
"Nacional","Reconocidos que no han vivido en el domicilio",2014-01-01,0.43887,0.32211,0.55564,0.116765,2014
"Nacional","Suspendidos de sus derechos politicos",2014-01-01,0.03132,0.00826,0.05438,0.02306,2014
"Nacional","Residentes con domicilio mal ubicado",2014-01-01,1.24387,1.063,1.42473,0.180865,2014
"Nacional","Otra causa de no residencia en el domicilio de registro",2014-01-01,0.21913,0.12773,0.31052,0.091395,2014
"Nacional","Causa de no residencia no especificada",2014-01-01,1.66536,1.45738,1.87334,0.20798,2014
"Nacional","Error en la sección del registro electoral",2014-01-01,1.70018,1.46768,1.93268,0.2325,2014
"Nacional","Domicilios no localizados de los ciudadanos con registro electoral",2014-01-01,0.81421,0.68046,0.94796,0.13375,2014
"Nacional","Ciudadanos no reconocidos con registro electoral",2014-01-01,2.34482,2.08845,2.60119,0.25637,2014
"Nacional","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2014-01-01,1.31545,1.12714,1.50377,0.188315,2014
"Nacional","Ciudadanos no reconocidos y el domicilio es predio no habitado",2014-01-01,0.39204,0.30274,0.48133,0.089295,2014
"Nacional","Residentes en la sección de registro",2015-01-01,85.0059,84.36907,85.64274,0.636835000000005,2015
"Nacional","Residentes en el domicilio de registro",2015-01-01,78.50016,77.73918,79.26113,0.760974999999995,2015
"Nacional","Cambio de domicilio no reportado",2015-01-01,17.15773,16.47066,17.8448,0.68707,2015
"Nacional","Cambio de domicilio no reportado al mismo municipio",2015-01-01,7.46384,6.97611,7.95157,0.48773,2015
"Nacional","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2015-01-01,2.37012,2.1018,2.63845,0.268325,2015
"Nacional","Cambio de domicilio no reportado a otro estado",2015-01-01,1.78074,1.57163,1.98985,0.20911,2015
"Nacional","Cambio de domicilio no reportado a otro país",2015-01-01,1.67981,1.4794,1.88022,0.20041,2015
"Nacional","Destino del cambio no especificado",2015-01-01,3.86322,3.5123,4.21413,0.350915,2015
"Nacional","Fallecidos con registro electoral",2015-01-01,0.74357,0.61503,0.87211,0.12854,2015
"Nacional","Reconocidos que no han vivido en el domicilio",2015-01-01,0.43887,0.32211,0.55564,0.116765,2015
"Nacional","Suspendidos de sus derechos politicos",2015-01-01,0.03132,0.00826,0.05438,0.02306,2015
"Nacional","Residentes con domicilio mal ubicado",2015-01-01,1.24387,1.063,1.42473,0.180865,2015
"Nacional","Otra causa de no residencia en el domicilio de registro",2015-01-01,0.21913,0.12773,0.31052,0.091395,2015
"Nacional","Causa de no residencia no especificada",2015-01-01,1.66536,1.45738,1.87334,0.20798,2015
"Nacional","Error en la sección del registro electoral",2015-01-01,1.70018,1.46768,1.93268,0.2325,2015
"Nacional","Domicilios no localizados de los ciudadanos con registro electoral",2015-01-01,0.81421,0.68046,0.94796,0.13375,2015
"Nacional","Ciudadanos no reconocidos con registro electoral",2015-01-01,2.34482,2.08845,2.60119,0.25637,2015
"Nacional","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2015-01-01,1.31545,1.12714,1.50377,0.188315,2015
"Nacional","Ciudadanos no reconocidos y el domicilio es predio no habitado",2015-01-01,0.39204,0.30274,0.48133,0.089295,2015
"Nacional","Residentes en la sección de registro",2017-01-01,85.66276,85.21246,86.11305,0.450295000000004,2017
"Nacional","Residentes en el domicilio de registro",2017-01-01,79.00774,78.49667,79.51881,0.511070000000004,2017
"Nacional","Cambio de domicilio no reportado",2017-01-01,16.82865,16.37215,17.28514,0.456494999999999,2017
"Nacional","Cambio de domicilio no reportado al mismo municipio",2017-01-01,6.61132,6.31535,6.90729,0.29597,2017
"Nacional","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2017-01-01,2.75019,2.53778,2.9626,0.21241,2017
"Nacional","Cambio de domicilio no reportado a otro estado",2017-01-01,1.76087,1.60596,1.91577,0.154905,2017
"Nacional","Cambio de domicilio no reportado a otro país",2017-01-01,1.25514,1.11447,1.39581,0.14067,2017
"Nacional","Destino del cambio no especificado",2017-01-01,4.45113,4.17173,4.73052,0.279395,2017
"Nacional","Fallecidos con registro electoral",2017-01-01,0.73865,0.6457,0.8316,0.09295,2017
"Nacional","Reconocidos que no han vivido en el domicilio",2017-01-01,0.37935,0.30338,0.45532,0.07597,2017
"Nacional","Suspendidos de sus derechos politicos",2017-01-01,0.02451,0.00972,0.0393,0.01479,2017
"Nacional","Residentes con domicilio mal ubicado",2017-01-01,1.12929,0.97491,1.28367,0.15438,2017
"Nacional","Otra causa de no residencia en el domicilio de registro",2017-01-01,0.22578,0.17719,0.27438,0.048595,2017
"Nacional","Causa de no residencia no especificada",2017-01-01,1.66604,1.50595,1.82613,0.16009,2017
"Nacional","Error en la sección del registro electoral",2017-01-01,1.62229,1.43927,1.80531,0.18302,2017
"Nacional","Domicilios no localizados de los ciudadanos con registro electoral",2017-01-01,0.41188,0.33527,0.4885,0.076615,2017
"Nacional","Ciudadanos no reconocidos con registro electoral",2017-01-01,2.15117,1.95973,2.34261,0.19144,2017
"Nacional","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2017-01-01,1.36447,1.22045,1.50849,0.14402,2017
"Nacional","Ciudadanos no reconocidos y el domicilio es predio no habitado",2017-01-01,0.40142,0.33314,0.4697,0.06828,2017
"Nacional","Residentes en la sección de registro",2018-01-01,87.6819,87.45891,87.90489,0.222989999999996,2018
"Nacional","Residentes en el domicilio de registro",2018-01-01,80.14586,79.88356,80.40816,0.262299999999996,2018
"Nacional","Cambio de domicilio no reportado",2018-01-01,16.02199,15.7844,16.25959,0.237595,2018
"Nacional","Cambio de domicilio no reportado al mismo municipio",2018-01-01,5.82,5.67225,5.96775,0.14775,2018
"Nacional","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2018-01-01,2.06614,1.97146,2.16081,0.0946750000000001,2018
"Nacional","Cambio de domicilio no reportado a otro estado",2018-01-01,1.25628,1.18624,1.32632,0.07004,2018
"Nacional","Cambio de domicilio no reportado a otro país",2018-01-01,1.24197,1.16993,1.31401,0.07204,2018
"Nacional","Destino del cambio no especificado",2018-01-01,5.63761,5.47636,5.79886,0.16125,2018
"Nacional","Fallecidos con registro electoral",2018-01-01,0.8182,0.76769,0.86871,0.05051,2018
"Nacional","Reconocidos que no han vivido en el domicilio",2018-01-01,0.30948,0.27585,0.34311,0.03363,2018
"Nacional","Suspendidos de sus derechos politicos",2018-01-01,0.03019,0.02006,0.04032,0.01013,2018
"Nacional","Residentes con domicilio mal ubicado",2018-01-01,0.64604,0.58782,0.70426,0.05822,2018
"Nacional","Otra causa de no residencia en el domicilio de registro",2018-01-01,0.32415,0.28718,0.36113,0.036975,2018
"Nacional","Causa de no residencia no especificada",2018-01-01,1.7032,1.61654,1.78985,0.0866549999999999,2018
"Nacional","Error en la sección del registro electoral",2018-01-01,0.88125,0.81047,0.95203,0.07078,2018
"Nacional","Domicilios no localizados de los ciudadanos con registro electoral",2018-01-01,0.51998,0.46725,0.5727,0.052725,2018
"Nacional","Ciudadanos no reconocidos con registro electoral",2018-01-01,2.31877,2.21671,2.42083,0.10206,2018
"Nacional","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2018-01-01,1.35287,1.27617,1.42956,0.076695,2018
"Nacional","Ciudadanos no reconocidos y el domicilio es predio no habitado",2018-01-01,0.47023,0.42655,0.5139,0.043675,2018
"Aguascalientes","Residentes en la sección de registro",2005-01-01,79.4482,76.3913448,82.5050552,3.0568552,2005
"Aguascalientes","Residentes en el domicilio de registro",2005-01-01,73.348,70.0852076,76.6107924,3.2627924,2005
"Aguascalientes","Cambio de domicilio no reportado",2005-01-01,25.1248,21.8966212,28.3529788,3.2281788,2005
"Aguascalientes","Cambio de domicilio no reportado al mismo municipio",2005-01-01,13.754,11.2975124,16.2104876,2.4564876,2005
"Aguascalientes","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2005-01-01,2.50124,1.6778146,3.3246654,0.8234254,2005
"Aguascalientes","Cambio de domicilio no reportado a otro estado",2005-01-01,1.8971,0.96987692,2.82432308,0.92722308,2005
"Aguascalientes","Cambio de domicilio no reportado a otro país",2005-01-01,3.65465,2.35797476,4.95132524,1.29667524,2005
"Aguascalientes","Destino del cambio no especificado",2005-01-01,3.31776,2.181254,4.454266,1.136506,2005
"Aguascalientes","Fallecidos con registro electoral",2005-01-01,0.554586,0,1.15680188,0.57840094,2005
"Aguascalientes","Reconocidos que no han vivido en el domicilio",2005-01-01,0.129381,0,0.38208184,0.19104092,2005
"Aguascalientes","Error en la sección del registro electoral",2005-01-01,0.167729,0,0.43042192,0.21521096,2005
"Aguascalientes","Domicilios no localizados de los ciudadanos con registro electoral",2005-01-01,0.175125,0,0.44119304,0.22059652,2005
"Aguascalientes","Ciudadanos no reconocidos con registro electoral",2005-01-01,1.01116,0.1944672,1.8278528,0.8166928,2005
"Aguascalientes","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2005-01-01,0.589541,0,1.36774332,0.68387166,2005
"Aguascalientes","Ciudadanos no reconocidos y el domicilio es predio no habitado",2005-01-01,0.295937,0,0.64765508,0.32382754,2005
"Aguascalientes","Residentes en la sección de registro",2006-01-01,79.51207,77.3260036,81.6981364,2.18606639999999,2006
"Aguascalientes","Residentes en el domicilio de registro",2006-01-01,73.24996,70.1861468,76.3137732,3.0638132,2006
"Aguascalientes","Cambio de domicilio no reportado",2006-01-01,24.77535,22.0093392,27.5413608,2.7660108,2006
"Aguascalientes","Cambio de domicilio no reportado al mismo municipio",2006-01-01,13.10411,10.9968356,15.2113844,2.1072744,2006
"Aguascalientes","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2006-01-01,1.81343,1.046286,2.580574,0.767144,2006
"Aguascalientes","Cambio de domicilio no reportado a otro estado",2006-01-01,1.27639,0.5880576,1.9647224,0.6883324,2006
"Aguascalientes","Cambio de domicilio no reportado a otro país",2006-01-01,4.12733,3.2194972,5.0351628,0.9078328,2006
"Aguascalientes","Destino del cambio no especificado",2006-01-01,4.45407,2.83609,6.07205,1.61798,2006
"Aguascalientes","Fallecidos con registro electoral",2006-01-01,1.05337,0.4132928,1.6934472,0.6400772,2006
"Aguascalientes","Reconocidos que no han vivido en el domicilio",2006-01-01,0.2251,0,0.4814092,0.2407046,2006
"Aguascalientes","Error en la sección del registro electoral",2006-01-01,0.31415,0.0074884,0.6208116,0.3066616,2006
"Aguascalientes","Domicilios no localizados de los ciudadanos con registro electoral",2006-01-01,0.08774,0,0.2095344,0.1047672,2006
"Aguascalientes","Ciudadanos no reconocidos con registro electoral",2006-01-01,0.78926,0.3244656,1.2540544,0.4647944,2006
"Aguascalientes","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2006-01-01,0.37672,0.0145512,0.7388888,0.3621688,2006
"Aguascalientes","Ciudadanos no reconocidos y el domicilio es predio no habitado",2006-01-01,0.36084,0.0253272,0.6963528,0.3355128,2006
"Aguascalientes","Residentes en la sección de registro",2008-01-01,82.76039,79.321374,86.199406,3.439016,2008
"Aguascalientes","Residentes en el domicilio de registro",2008-01-01,75.57788,72.2578752,78.8978848,3.3200048,2008
"Aguascalientes","Cambio de domicilio no reportado",2008-01-01,22.69021,19.7302768,25.6501432,2.9599332,2008
"Aguascalientes","Cambio de domicilio no reportado al mismo municipio",2008-01-01,11.32803,8.9604676,13.6955924,2.3675624,2008
"Aguascalientes","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2008-01-01,1.15634,0.3853544,1.9273256,0.7709856,2008
"Aguascalientes","Cambio de domicilio no reportado a otro estado",2008-01-01,2.01584,0.7432708,3.2884092,1.2725692,2008
"Aguascalientes","Cambio de domicilio no reportado a otro país",2008-01-01,3.43696,1.6699612,5.2039588,1.7669988,2008
"Aguascalientes","Destino del cambio no especificado",2008-01-01,4.75303,2.733838,6.772222,2.019192,2008
"Aguascalientes","Fallecidos con registro electoral",2008-01-01,1.01826,0.0918268,1.9446932,0.9264332,2008
"Aguascalientes","Reconocidos que no han vivido en el domicilio",2008-01-01,0.06044,0,0.1789808,0.0894904,2008
"Aguascalientes","Error en la sección del registro electoral",2008-01-01,0.04259,0,0.126086,0.063043,2008
"Aguascalientes","Domicilios no localizados de los ciudadanos con registro electoral",2008-01-01,0.32102,0,0.9282868,0.4641434,2008
"Aguascalientes","Ciudadanos no reconocidos con registro electoral",2008-01-01,1.09697,0,2.374596,1.187298,2008
"Aguascalientes","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2008-01-01,0.78973,0,1.9156912,0.9578456,2008
"Aguascalientes","Residentes en la sección de registro",2009-01-01,80.85886,77.7457724,83.9719476,3.11308759999999,2009
"Aguascalientes","Residentes en el domicilio de registro",2009-01-01,76.1775,75.445146,76.909854,0.732354000000001,2009
"Aguascalientes","Cambio de domicilio no reportado",2009-01-01,22.03039,19.151836,24.908944,2.878554,2009
"Aguascalientes","Cambio de domicilio no reportado al mismo municipio",2009-01-01,10.8842,8.7030728,13.0653272,2.1811272,2009
"Aguascalientes","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2009-01-01,2.10936,0.9546652,3.2640548,1.1546948,2009
"Aguascalientes","Cambio de domicilio no reportado a otro estado",2009-01-01,1.7499,0.980992,2.518808,0.768908,2009
"Aguascalientes","Cambio de domicilio no reportado a otro país",2009-01-01,4.48751,2.6213548,6.3536652,1.8661552,2009
"Aguascalientes","Destino del cambio no especificado",2009-01-01,2.79942,1.6516048,3.9472352,1.1478152,2009
"Aguascalientes","Fallecidos con registro electoral",2009-01-01,0.68958,0.1192788,1.2598812,0.5703012,2009
"Aguascalientes","Reconocidos que no han vivido en el domicilio",2009-01-01,0.90873,0.2084808,1.6089792,0.7002492,2009
"Aguascalientes","Suspendidos de sus derechos politicos",2009-01-01,0,0,0,0,2009
"Aguascalientes","Error en la sección del registro electoral",2009-01-01,0.04428,0,0.1310296,0.0655148,2009
"Aguascalientes","Domicilios no localizados de los ciudadanos con registro electoral",2009-01-01,0.54899,0,1.2085496,0.6042748,2009
"Aguascalientes","Ciudadanos no reconocidos con registro electoral",2009-01-01,1.38339,0.303626,2.463154,1.079764,2009
"Aguascalientes","Ciudadanos no reconocidos y el domicilio es vivienda habitada",2009-01-01,1.21223,0.165198,2.259262,1.047032,2009
"Aguascalientes","Ciudadanos no reconocidos y el domicilio es predio no habitado",2009-01-01,0.04079,0,0.1207384,0.0603692,2009
"Aguascalientes","Residentes en la sección de registro",2011-01-01,81.98585,78.8964392,85.0752608,3.0894108,2011
"Aguascalientes","Residentes en el domicilio de registro",2011-01-01,74.38349,71.081968,77.685012,3.301522,2011
"Aguascalientes","Cambio de domicilio no reportado",2011-01-01,21.55017,18.7330032,24.3673368,2.8171668,2011
"Aguascalientes","Cambio de domicilio no reportado al mismo municipio",2011-01-01,11.97211,9.1275228,14.8166972,2.8445872,2011
"Aguascalientes","Cambio de domicilio no reportado a otro municipio dentro del mismo estado",2011-01-01,2.32325,1.0824328,3.5640672,1.2408172,2011
"Aguascalientes","Cambio de domicilio no reportado a otro estado",2011-01-01,1.28795,0.5829184,1.9929816,0.7050316,2011
"Aguascalientes","Cambio de domicilio no reportado a otro país",2011-01-01,2.87898,1.600864,4.157096,1.278116,2011
"Aguascalientes","Destino del cambio no especificado",2011-01-01,3.08788,2.0996284,4.0761316,0.9882516,2011
"Aguascalientes","Fallecidos con registro electoral",2011-01-01,0.34915,0,0.749186,0.374593,2011
"Aguascalientes","Reconocidos que no han vivido en el domicilio",2011-01-01,0.64433,0,1.4029284,0.7014642,2011
"Aguascalientes","Suspendidos de sus derechos politicos",2011-01-01,0,0,0,0,2011
"Aguascalientes","Residentes con domicilio mal ubicado",2011-01-01,0,0,0,0,2011
